Sector,Pressure,Ecological Characteristic,Overlap,Frequency,DoI,Resilience,Persistence
Research,Non-living Resources,Deep-sea Elasmobranchs,NO,,,,
Research,Non-living Resources,Pelagic Elasmobranchs,NO,,,,
Research,Non-living Resources,Demersal Elasmobranchs,NO,,,,
Research,Non-living Resources,Reptiles,NO,,,,
Research,Non-living Resources,Marine birds,NO,,,,
Research,Non-living Resources,Cephalopods,NO,,,,
Research,Noise,Littoral rock & reef,NO,,,,
Research,Noise,Littoral sediment,NO,,,,
Research,Noise,Mangroves,NO,,,,
Research,Noise,Saltmarshes,NO,,,,
Research,Noise,Shallow rock & reef,NO,,,,
Research,Noise,Shallow sediment,NO,,,,
Research,Noise,Shelf rock & reef,NO,,,,
Research,Noise,Shelf sediment,NO,,,,
Research,Noise,Slope rock & reef,NO,,,,
Research,Noise,Slope sediment,NO,,,,
Research,Noise,Deep Sea rock & reef,NO,,,,
Research,Noise,Deep Sea Sediment,NO,,,,
Research,Noise,Coastal Pelagic,NO,,,,
Research,Noise,Shelf Pelagic,NO,,,,
Research,Noise,Oceanic Pelagic,NO,,,,
Research,Noise,Marine Mammals,S,R,L,,
Research,Noise,Pelagic Fish,S,R,L,,
Research,Noise,Demersal Fish,S,R,L,,
Research,Noise,Deep-sea Fish,NO,,,,
Research,Noise,Deep-sea Elasmobranchs,NO,,,,
Research,Noise,Pelagic Elasmobranchs,S,R,L,,
Research,Noise,Demersal Elasmobranchs,S,R,L,,
Research,Noise,Reptiles,S,R,L,,
Research,Noise,Marine birds,S,R,L,,
Research,Noise,Cephalopods,S,R,L,,
Research,Litter,Littoral rock & reef,NO,,,,
Research,Litter,Littoral sediment,NO,,,,
Research,Litter,Mangroves,NO,,,,
Research,Litter,Saltmarshes,NO,,,,
Research,Litter,Shallow rock & reef,NO,,,,
Research,Litter,Shallow sediment,NO,,,,
Research,Litter,Shelf rock & reef,NO,,,,
Research,Litter,Shelf sediment,NO,,,,
Research,Litter,Slope rock & reef,NO,,,,
Research,Litter,Slope sediment,NO,,,,
Research,Litter,Deep Sea rock & reef,NO,,,,
Research,Litter,Deep Sea Sediment,NO,,,,
Research,Litter,Coastal Pelagic,NO,,,,
Research,Litter,Shelf Pelagic,NO,,,,
Research,Litter,Oceanic Pelagic,NO,,,,
Research,Litter,Marine Mammals,NO,,,,
Research,Litter,Pelagic Fish,NO,,,,
Research,Litter,Demersal Fish,NO,,,,
Research,Litter,Deep-sea Fish,NO,,,,
Research,Litter,Deep-sea Elasmobranchs,NO,,,,
Research,Litter,Pelagic Elasmobranchs,NO,,,,
Research,Litter,Demersal Elasmobranchs,NO,,,,
Research,Litter,Reptiles,NO,,,,
Research,Litter,Marine birds,NO,,,,
Research,Litter,Cephalopods,NO,,,,
Research,Thermal Regime,Littoral rock & reef,NO,,,,
Research,Thermal Regime,Littoral sediment,NO,,,,
Research,Thermal Regime,Mangroves,NO,,,,
Research,Thermal Regime,Saltmarshes,NO,,,,
Research,Thermal Regime,Shallow rock & reef,NO,,,,
Research,Thermal Regime,Shallow sediment,NO,,,,
Research,Thermal Regime, Shelf rock & reef,NO,,,,
Research,Thermal Regime,Shelf sediment,NO,,,,
Research,Thermal Regime,Slope rock & reef,NO,,,,
Research,Thermal Regime,Slope sediment,NO,,,,
Research,Thermal Regime,Deep Sea rock & reef,NO,,,,
Research,Thermal Regime, Deep Sea Sediment,NO,,,,
Research,Thermal Regime,Coastal Pelagic,NO,,,,
Research,Thermal Regime,Shelf Pelagic,NO,,,,
Research,Thermal Regime,Oceanic Pelagic,NO,,,,
Research,Thermal Regime,Marine Mammals,NO,,,,
Research,Thermal Regime,Pelagic Fish,NO,,,,
Research,Thermal Regime,Demersal Fish,NO,,,,
Research,Thermal Regime,Deep-sea Fish,NO,,,,
Research,Thermal Regime,Deep-sea Elasmobranchs,NO,,,,
Research,Thermal Regime,Pelagic Elasmobranchs,NO,,,,
Research,Thermal Regime,Demersal Elasmobranchs,NO,,,,
Research,Thermal Regime,Reptiles,NO,,,,
Research,Thermal Regime,Marine birds,NO,,,,
Research,Thermal Regime,Cephalopods,NO,,,,
Research,Salinity Regime,Littoral rock & reef,NO,,,,
Research,Salinity Regime,Littoral sediment,NO,,,,
Research,Salinity Regime,Mangroves,NO,,,,
Research,Salinity Regime,Saltmarshes,NO,,,,
Research,Salinity Regime,Shallow rock & reef,NO,,,,
Research,Salinity Regime,Shallow sediment,NO,,,,
Research,Salinity Regime,Shelf rock & reef,NO,,,,
Research,Salinity Regime,Shelf sediment,NO,,,,
Research,Salinity Regime,Slope rock & reef,NO,,,,
Research,Salinity Regime,Slope sediment,NO,,,,
Research,Salinity Regime,Deep Sea rock & reef,NO,,,,
Research,Salinity Regime,Deep Sea Sediment,NO,,,,
Research,Salinity Regime,Coastal Pelagic,NO,,,,
Research,Salinity Regime,Shelf Pelagic,NO,,,,
Research,Salinity Regime,Oceanic Pelagic,NO,,,,
Research,Salinity Regime,Marine Mammals,NO,,,,
Research,Salinity Regime,Pelagic Fish,NO,,,,
Research,Salinity Regime,Demersal Fish,NO,,,,
Research,Salinity Regime,Deep-sea Fish,NO,,,,
Research,Salinity Regime,Deep-sea Elasmobranchs,NO,,,,
Research,Salinity Regime,Pelagic Elasmobranchs,NO,,,,
Research,Salinity Regime,Demersal Elasmobranchs,NO,,,,
Research,Salinity Regime,Reptiles,NO,,,,
Research,Salinity Regime,Marine birds,NO,,,,
Research,Salinity Regime,Cephalopods,NO,,,,
Research,Introduction of Contaminating compounds,Littoral rock & reef,NO,,,,
Research,Introduction of Contaminating compounds,Littoral sediment,NO,,,,
Research,Introduction of Contaminating compounds,Mangroves,NO,,,,
Research,Introduction of Contaminating compounds,Saltmarshes,NO,,,,
Research,Introduction of Contaminating compounds,Shallow rock & reef,NO,,,,
Research,Introduction of Contaminating compounds,Shallow sediment,NO,,,,
Research,Introduction of Contaminating compounds,Shelf rock & reef,NO,,,,
Research,Introduction of Contaminating compounds,Shelf sediment,NO,,,,
Research,Introduction of Contaminating compounds,Slope rock & reef,NO,,,,
Research,Introduction of Contaminating compounds,Slope sediment,NO,,,,
Research,Introduction of Contaminating compounds,Deep Sea rock & reef,NO,,,,
Research,Introduction of Contaminating compounds,Deep Sea Sediment,NO,,,,
Research,Introduction of Contaminating compounds,Coastal Pelagic,NO,,,,
Research,Introduction of Contaminating compounds,Shelf Pelagic,NO,,,,
Research,Introduction of Contaminating compounds,Oceanic Pelagic,NO,,,,
Research,Introduction of Contaminating compounds,Marine Mammals,NO,,,,
Research,Introduction of Contaminating compounds,Pelagic Fish,NO,,,,
Research,Introduction of Contaminating compounds,Demersal Fish,NO,,,,
Research,Introduction of Contaminating compounds,Deep-sea Fish,NO,,,,
Research,Introduction of Contaminating compounds,Deep-sea Elasmobranchs,NO,,,,
Research,Introduction of Contaminating compounds,Pelagic Elasmobranchs,NO,,,,
Research,Introduction of Contaminating compounds,Demersal Elasmobranchs,NO,,,,
Research,Introduction of Contaminating compounds,Reptiles,NO,,,,
Research,Introduction of Contaminating compounds,Marine birds,NO,,,,
Research,Introduction of Contaminating compounds,Cephalopods,NO,,,,
Research,Input of Organic Matter (including N&P),Littoral rock & reef,NO,,,,
Research,Input of Organic Matter (including N&P),Littoral sediment,NO,,,,
Research,Input of Organic Matter (including N&P),Mangroves,NO,,,,
Research,Input of Organic Matter (including N&P),Saltmarshes,NO,,,,
Research,Input of Organic Matter (including N&P), Shallow rock & reef,NO,,,,
Research,Input of Organic Matter (including N&P),Shallow sediment,NO,,,,
Research,Input of Organic Matter (including N&P),Shelf rock & reef,NO,,,,
Research,Input of Organic Matter (including N&P),Shelf sediment,NO,,,,
Research,Input of Organic Matter (including N&P), Slope rock & reef,NO,,,,
Research,Input of Organic Matter (including N&P),Slope sediment,NO,,,,
Research,Input of Organic Matter (including N&P),Deep Sea rock & reef,NO,,,,
Research,Input of Organic Matter (including N&P),Deep Sea Sediment,NO,,,,
Research,Input of Organic Matter (including N&P),Coastal Pelagic,NO,,,,
Research,Input of Organic Matter (including N&P),Shelf Pelagic,NO,,,,
Research,Input of Organic Matter (including N&P),Oceanic Pelagic,NO,,,,
Research,Input of Organic Matter (including N&P),Marine Mammals,NO,,,,
Research,Input of Organic Matter (including N&P), Pelagic Fish,NO,,,,
Research,Input of Organic Matter (including N&P),Demersal Fish,NO,,,,
Research,Input of Organic Matter (including N&P),Deep-sea Fish,NO,,,,
Research,Input of Organic Matter (including N&P),Deep-sea Elasmobranchs,NO,,,,
Research,Input of Organic Matter (including N&P),Pelagic Elasmobranchs,NO,,,,
Research,Input of Organic Matter (including N&P),Demersal Elasmobranchs,NO,,,,
Research,Input of Organic Matter (including N&P),Reptiles,NO,,,,
Research,Input of Organic Matter (including N&P),Marine birds,NO,,,,
Research,Input of Organic Matter (including N&P),Cephalopods,NO,,,,
Research,Invasive species,Littoral rock & reef,NO,,,,
Research,Invasive species,Littoral sediment,NO,,,,
Research,Invasive species,Mangroves,NO,,,,
Research,Invasive species,Saltmarshes,NO,,,,
Research,Invasive species,Shallow rock & reef,NO,,,,
Research,Invasive species,Shallow sediment,NO,,,,
Research,Invasive species,Shelf rock & reef,NO,,,,
Research,Invasive species,Shelf sediment,NO,,,,
Research,Invasive species,Slope rock & reef,NO,,,,
Research,Invasive species,Slope sediment,NO,,,,
Research,Invasive species,Deep Sea rock & reef,NO,,,,
Research,Invasive species,Deep Sea Sediment,NO,,,,
Research,Invasive species,Coastal Pelagic,NO,,,,
Research,Invasive species,Shelf Pelagic,NO,,,,
Research,Invasive species,Oceanic Pelagic,NO,,,,
Research,Invasive species,Marine Mammals,NO,,,,
Research,Invasive species,Pelagic Fish,NO,,,,
Research,Invasive species,Demersal Fish,NO,,,,
Research,Invasive species,Deep-sea Fish,NO,,,,
Research,Invasive species,Deep-sea Elasmobranchs,NO,,,,
Research,Invasive species,Pelagic Elasmobranchs,NO,,,,
Research,Invasive species,Demersal Elasmobranchs,NO,,,,
Research,Invasive species,Reptiles,NO,,,,
Research,Invasive species,Marine birds,NO,,,,
Research,Invasive species,Cephalopods,NO,,,,
Research,Species Extraction,Littoral rock & reef,S,R,L,,
Research,Species Extraction,Littoral sediment,S,R,L,,
Research,Species Extraction,Mangroves,S,R,L,,
Research,Species Extraction,Saltmarshes,S,R,L,,
Research,Species Extraction,Shallow rock & reef,S,R,L,,
Research,Species Extraction,Shallow sediment,S,R,L,,
Research,Species Extraction,Shelf rock & reef,S,R,L,,
Research,Species Extraction, Shelf sediment,S,R,L,,
Research,Species Extraction,Slope rock & reef,NO,,,,
Research,Species Extraction,Slope sediment,NO,,,,
Research,Species Extraction,Deep Sea rock & reef,NO,,,,
Research,Species Extraction, Deep Sea Sediment,NO,,,,
Research,Species Extraction,Coastal Pelagic,S,R,L,,
Research,Species Extraction,Shelf Pelagic,S,R,L,,
Research,Species Extraction,Oceanic Pelagic,NO,,,,
Research,Species Extraction,Marine Mammals,S,R,L,,
Research,Species Extraction,Pelagic Fish,S,R,L,,
Research,Species Extraction,Demersal Fish,S,R,L,,
Research,Species Extraction,Deep-sea Fish,NO,,,,
Research,Species Extraction,Deep-sea Elasmobranchs,NO,,,,
Research,Species Extraction,Pelagic Elasmobranchs,S,R,L,,
Research,Species Extraction, Demersal Elasmobranchs,S,R,L,,
Research,Species Extraction,Reptiles,S,R,L,,
Research,Species Extraction,Marine birds,S,R,L,,
Research,Species Extraction,Cephalopods,S,R,L,,
Research,Bycatch,Littoral rock & reef,NO,,,,
Research,Bycatch,Littoral sediment,NO,,,,
Research,Bycatch,Mangroves,NO,,,,
Research,Bycatch,Saltmarshes,NO,,,,
Research,Bycatch,Shallow rock & reef,NO,,,,
Research,Bycatch,Shallow sediment,NO,,,,
Research,Bycatch,Shelf rock & reef,NO,,,,
Research,Bycatch,Shelf sediment,NO,,,,
Research,Bycatch,Slope rock & reef,NO,,,,
Research,Bycatch,Slope sediment,NO,,,,
Research,Bycatch,Deep Sea rock & reef,NO,,,,
Research,Bycatch,Deep Sea Sediment,NO,,,,
Research,Bycatch,Coastal Pelagic,NO,,,,
Research,Bycatch,Shelf Pelagic,NO,,,,
Research,Bycatch,Oceanic Pelagic,NO,,,,
Research,Bycatch,Marine Mammals,NO,,,,
Research,Bycatch,Pelagic Fish,NO,,,,
Research,Bycatch,Demersal Fish,NO,,,,
Research,Bycatch,Deep-sea Fish,NO,,,,
Research,Bycatch,Deep-sea Elasmobranchs,NO,,,,
Research,Bycatch,Pelagic Elasmobranchs,NO,,,,
Research,Bycatch,Demersal Elasmobranchs,NO,,,,
Research,Bycatch,Reptiles,NO,,,,
Research,Bycatch,Marine birds,NO,,,,
Research,Bycatch,Cephalopods,NO,,,,
Research,Incidental Loss of spp.,Littoral rock & reef,NO,,,,
Research,Incidental Loss of spp.,Littoral sediment,NO,,,,
Research,Incidental Loss of spp.,Mangroves,NO,,,,
Research,Incidental Loss of spp., Saltmarshes,NO,,,,
Research,Incidental Loss of spp.,Shallow rock & reef,NO,,,,
Research,Incidental Loss of spp., Shallow sediment,NO,,,,
Research,Incidental Loss of spp.,Shelf rock & reef,NO,,,,
Research,Incidental Loss of spp.,Shelf sediment,NO,,,,
Research,Incidental Loss of spp.,Slope rock & reef,NO,,,,
Research,Incidental Loss of spp.,Slope sediment,NO,,,,
Research,Incidental Loss of spp.,Deep Sea rock & reef,NO,,,,
Research,Incidental Loss of spp.,Deep Sea Sediment,NO,,,,
Research,Incidental Loss of spp.,Coastal Pelagic,NO,,,,
Research,Incidental Loss of spp.,Shelf Pelagic,NO,,,,
Research,Incidental Loss of spp.,Oceanic Pelagic,NO,,,,
Research,Incidental Loss of spp.,Marine Mammals,NO,,,,
Research,Incidental Loss of spp.,Pelagic Fish,NO,,,,
Research,Incidental Loss of spp.,Demersal Fish,NO,,,,
Research,Incidental Loss of spp.,Deep-sea Fish,NO,,,,
Research,Incidental Loss of spp.,Deep-sea Elasmobranchs,NO,,,,
Research,Incidental Loss of spp.,Pelagic Elasmobranchs,NO,,,,
Research,Incidental Loss of spp.,Demersal Elasmobranchs,NO,,,,
Research,Incidental Loss of spp., Reptiles,NO,,,,
Research,Incidental Loss of spp.,Marine birds,NO,,,,
Research,Incidental Loss of spp.,Cephalopods,NO,,,,
Research,Barriers,Littoral rock & reef,NO,,,,
Research,Barriers,Littoral sediment,NO,,,,
Research,Barriers,Mangroves,NO,,,,
Research,Barriers,Saltmarshes,NO,,,,
Research,Barriers,Shallow rock & reef,NO,,,,
Research,Barriers,Shallow sediment,NO,,,,
Research,Barriers,Shelf rock & reef,NO,,,,
Research,Barriers,Shelf sediment,NO,,,,
Research,Barriers,Slope rock & reef,NO,,,,
Research,Barriers,Slope sediment,NO,,,,
Research,Barriers,Deep Sea rock & reef,NO,,,,
Research,Barriers,Deep Sea Sediment,NO,,,,
Research,Barriers,Coastal Pelagic,NO,,,,
Research,Barriers,Shelf Pelagic,NO,,,,
Research,Barriers,Oceanic Pelagic,NO,,,,
Research,Barriers,Marine Mammals,NO,,,,
Research,Barriers,Pelagic Fish,NO,,,,
Research,Barriers,Demersal Fish,NO,,,,
Research,Barriers,Deep-sea Fish,NO,,,,
Research,Barriers,Deep-sea Elasmobranchs,NO,,,,
Research,Barriers,Pelagic Elasmobranchs,NO,,,,
Research,Barriers,Demersal Elasmobranchs,NO,,,,
Research,Barriers,Reptiles,NO,,,,
Research,Barriers,Marine birds,NO,,,,
Research,Barriers,Cephalopods,NO,,,,
Research,Change in wave exposure, Littoral rock & reef,NO,,,,
Research,Change in wave exposure,Littoral sediment,NO,,,,
Research,Change in wave exposure,Mangroves,NO,,,,
Research,Change in wave exposure,Saltmarshes,NO,,,,
Research,Change in wave exposure,Shallow rock & reef,NO,,,,
Research,Change in wave exposure,Shallow sediment,NO,,,,
Research,Change in wave exposure, Shelf rock & reef,NO,,,,
Research,Change in wave exposure,Shelf sediment,NO,,,,
Research,Change in wave exposure,Slope rock & reef,NO,,,,
Research,Change in wave exposure,Slope sediment,NO,,,,
Research,Change in wave exposure,Deep Sea rock & reef,NO,,,,
Research,Change in wave exposure,Deep Sea Sediment,NO,,,,
Research,Change in wave exposure,Coastal Pelagic,NO,,,,
Research,Change in wave exposure,Shelf Pelagic,NO,,,,
Research,Change in wave exposure,Oceanic Pelagic,NO,,,,
Research,Change in wave exposure,Marine Mammals,NO,,,,
Research,Change in wave exposure,Pelagic Fish,NO,,,,
Research,Change in wave exposure,Demersal Fish,NO,,,,
Research,Change in wave exposure,Deep-sea Fish,NO,,,,
Research,Change in wave exposure,Deep-sea Elasmobranchs,NO,,,,
Research,Change in wave exposure,Pelagic Elasmobranchs,NO,,,,
Research,Change in wave exposure,Demersal Elasmobranchs,NO,,,,
Research,Change in wave exposure,Reptiles,NO,,,,
Research,Change in wave exposure,Marine birds,NO,,,,
Research,Change in wave exposure,Cephalopods,NO,,,,
Research,Current Changes,Littoral rock & reef,NO,,,,
Research,Current Changes,Littoral sediment,NO,,,,
Research,Current Changes,Mangroves,NO,,,,
Research,Current Changes,Saltmarshes,NO,,,,
Research,Current Changes,Shallow rock & reef,NO,,,,
Research,Current Changes,Shallow sediment,NO,,,,
Research,Current Changes,Shelf rock & reef,NO,,,,
Research,Current Changes,Shelf sediment,NO,,,,
Research,Current Changes,Slope rock & reef,NO,,,,
Research,Current Changes,Slope sediment,NO,,,,
Research,Current Changes, Deep Sea rock & reef,NO,,,,
Research,Current Changes,Deep Sea Sediment,NO,,,,
Research,Current Changes,Coastal Pelagic,NO,,,,
Research,Current Changes,Shelf Pelagic,NO,,,,
Research,Current Changes,Oceanic Pelagic,NO,,,,
Research,Current Changes,Marine Mammals,NO,,,,
Research,Current Changes,Pelagic Fish,NO,,,,
Research,Current Changes,Demersal Fish,NO,,,,
Research,Current Changes,Deep-sea Fish,NO,,,,
Research,Current Changes,Deep-sea Elasmobranchs,NO,,,,
Research,Current Changes,Pelagic Elasmobranchs,NO,,,,
Research,Current Changes,Demersal Elasmobranchs,NO,,,,
Research,Current Changes,Reptiles,NO,,,,
Research,Current Changes,Marine birds,NO,,,,
Research,Current Changes,Cephalopods,NO,,,,
Research,pH changes,Littoral rock & reef,NO,,,,
Research,pH changes,Littoral sediment,NO,,,,
Research,pH changes,Mangroves,NO,,,,
Research,pH changes,Saltmarshes,NO,,,,
Research,pH changes,Shallow rock & reef,NO,,,,
Research,pH changes, Shallow sediment,NO,,,,
Research,pH changes,Shelf rock & reef,NO,,,,
Research,pH changes,Shelf sediment,NO,,,,
Research,pH changes,Slope rock & reef,NO,,,,
Research,pH changes,Slope sediment,NO,,,,
Research,pH changes,Deep Sea rock & reef,NO,,,,
Research,pH changes,Deep Sea Sediment,NO,,,,
Research,pH changes,Coastal Pelagic,NO,,,,
Research,pH changes,Shelf Pelagic,NO,,,,
Research,pH changes,Oceanic Pelagic,NO,,,,
Research,pH changes,Marine Mammals,NO,,,,
Research,pH changes,Pelagic Fish,NO,,,,
Research,pH changes,Demersal Fish,NO,,,,
Research,pH changes,Deep-sea Fish,NO,,,,
Research,pH changes,Deep-sea Elasmobranchs,NO,,,,
Research,pH changes,Pelagic Elasmobranchs,NO,,,,
Research,pH changes,Demersal Elasmobranchs,NO,,,,
Research,pH changes,Reptiles,NO,,,,
Research,pH changes,Marine birds,NO,,,,
Research,pH changes,Cephalopods,NO,,,,
Research,Electromagnetic (EMF),Littoral rock & reef,NO,,,,
Research,Electromagnetic (EMF),Littoral sediment,NO,,,,
Research,Electromagnetic (EMF),Mangroves,NO,,,,
Research,Electromagnetic (EMF),Saltmarshes,NO,,,,
Research,Electromagnetic (EMF),Shallow rock & reef,NO,,,,
Research,Electromagnetic (EMF),Shallow sediment,NO,,,,
Research,Electromagnetic (EMF),Shelf rock & reef,NO,,,,
Research,Electromagnetic (EMF),Shelf sediment,NO,,,,
Research,Electromagnetic (EMF),Slope rock & reef,NO,,,,
Research,Electromagnetic (EMF),Slope sediment,NO,,,,
Research,Electromagnetic (EMF),Deep Sea rock & reef,NO,,,,
Research,Electromagnetic (EMF),Deep Sea Sediment,NO,,,,
Research,Electromagnetic (EMF),Coastal Pelagic,NO,,,,
Research,Electromagnetic (EMF),Shelf Pelagic,NO,,,,
Research,Electromagnetic (EMF),Oceanic Pelagic,NO,,,,
Research,Electromagnetic (EMF),Marine Mammals,NO,,,,
Research,Electromagnetic (EMF),Pelagic Fish,NO,,,,
Research,Electromagnetic (EMF),Demersal Fish,NO,,,,
Research,Electromagnetic (EMF),Deep-sea Fish,NO,,,,
Research,Electromagnetic (EMF),Deep-sea Elasmobranchs,NO,,,,
Research,Electromagnetic (EMF),Pelagic Elasmobranchs,NO,,,,
Research,Electromagnetic (EMF),Demersal Elasmobranchs,NO,,,,
Research,Electromagnetic (EMF),Reptiles,NO,,,,
Research,Electromagnetic (EMF),Marine birds,NO,,,,
Research,Electromagnetic (EMF),Cephalopods,NO,,,,
Shipping,Sealing,Littoral rock & reef,NO,,,,
Shipping,Sealing,Littoral sediment,NO,,,,
Shipping,Sealing,Mangroves,NO,,,,
Shipping,Sealing,Saltmarshes,NO,,,,
Shipping,Sealing,Shallow rock & reef,NO,,,,
Shipping,Sealing,Shallow sediment,NO,,,,
Shipping,Sealing,Shelf rock & reef,NO,,,,
Shipping,Sealing,Shelf sediment,NO,,,,
Shipping,Sealing,Slope rock & reef,NO,,,,
Shipping,Sealing,Slope sediment,NO,,,,
Shipping,Sealing,Deep Sea rock & reef,NO,,,,
Shipping,Sealing,Deep Sea Sediment,NO,,,,
Shipping,Sealing,Coastal Pelagic,NO,,,,
Shipping,Sealing,Shelf Pelagic,NO,,,,
Shipping,Sealing,Oceanic Pelagic,NO,,,,
Shipping,Sealing,Marine Mammals,NO,,,,
Shipping,Sealing,Pelagic Fish,NO,,,,
Shipping,Sealing,Demersal Fish,NO,,,,
Shipping,Sealing,Deep-sea Fish,NO,,,,
Shipping,Sealing,Deep-sea Elasmobranchs,NO,,,,
Shipping,Sealing,Pelagic Elasmobranchs,NO,,,,
Shipping,Sealing,Demersal Elasmobranchs,NO,,,,
Shipping,Sealing,Reptiles,NO,,,,
Shipping,Sealing,Marine birds,NO,,,,
Shipping,Sealing,Cephalopods,NO,,,,
Shipping,Changes in siltation/ Smothering,Littoral rock & reef,NO,,,,
Shipping,Changes in siltation/ Smothering,Littoral sediment,NO,,,,
Shipping,Changes in siltation/ Smothering,Mangroves,NO,,,,
Shipping,Changes in siltation/ Smothering, Saltmarshes,NO,,,,
Shipping,Changes in siltation/ Smothering,Shallow rock & reef,NO,,,,
Shipping,Changes in siltation/ Smothering,Shallow sediment,NO,,,,
Shipping,Changes in siltation/ Smothering,Shelf rock & reef,NO,,,,
Shipping,Changes in siltation/ Smothering,Shelf sediment,NO,,,,
Shipping,Changes in siltation/ Smothering,Slope rock & reef,NO,,,,
Shipping,Changes in siltation/ Smothering,Slope sediment,NO,,,,
Shipping,Changes in siltation/ Smothering,Deep Sea rock & reef,NO,,,,
Shipping,Changes in siltation/ Smothering,Deep Sea Sediment,NO,,,,
Shipping,Changes in siltation/ Smothering,Coastal Pelagic,NO,,,,
Shipping,Changes in siltation/ Smothering,Shelf Pelagic,NO,,,,
Shipping,Changes in siltation/ Smothering,Oceanic Pelagic,NO,,,,
Shipping,Changes in siltation/ Smothering,Marine Mammals,NO,,,,
Shipping,Changes in siltation/ Smothering, Pelagic Fish,NO,,,,
Shipping,Changes in siltation/ Smothering,Demersal Fish,NO,,,,
Shipping,Changes in siltation/ Smothering,Deep-sea Fish,NO,,,,
Shipping,Changes in siltation/ Smothering,Deep-sea Elasmobranchs,NO,,,,
Shipping,Changes in siltation/ Smothering,Pelagic Elasmobranchs,NO,,,,
Shipping,Changes in siltation/ Smothering,Demersal Elasmobranchs,NO,,,,
Shipping,Changes in siltation/ Smothering,Reptiles,NO,,,,
Shipping,Changes in siltation/ Smothering,Marine birds,NO,,,,
Shipping,Changes in siltation/ Smothering,Cephalopods,NO,,,,
Shipping,Abrasion,Littoral rock & reef,NO,,,,
Shipping,Abrasion,Littoral sediment,NO,,,,
Shipping,Abrasion,Mangroves,NO,,,,
Shipping,Abrasion,Saltmarshes,NO,,,,
Shipping,Abrasion, Shallow rock & reef,NO,,,,
Shipping,Abrasion,Shallow sediment,NO,,,,
Shipping,Abrasion,Shelf rock & reef,NO,,,,
Shipping,Abrasion,Shelf sediment,NO,,,,
Shipping,Abrasion,Slope rock & reef,NO,,,,
Shipping,Abrasion,Slope sediment,NO,,,,
Shipping,Abrasion,Deep Sea rock & reef,NO,,,,
Shipping,Abrasion,Deep Sea Sediment,NO,,,,
Shipping,Abrasion,Coastal Pelagic,NO,,,,
Shipping,Abrasion,Shelf Pelagic,NO,,,,
Shipping,Abrasion,Oceanic Pelagic,NO,,,,
Shipping,Abrasion,Marine Mammals,NO,,,,
Shipping,Abrasion,Pelagic Fish,NO,,,,
Shipping,Abrasion,Demersal Fish,NO,,,,
Shipping,Abrasion,Deep-sea Fish,NO,,,,
Shipping,Abrasion,Deep-sea Elasmobranchs,NO,,,,
Shipping,Abrasion,Pelagic Elasmobranchs,NO,,,,
Shipping,Abrasion,Demersal Elasmobranchs,NO,,,,
Shipping,Abrasion,Reptiles,NO,,,,
Shipping,Abrasion,Marine birds,NO,,,,
Shipping,Abrasion,Cephalopods,NO,,,,
Shipping,Non-living Resources, Littoral rock & reef,NO,,,,
Shipping,Non-living Resources,Littoral sediment,NO,,,,
Shipping,Non-living Resources,Mangroves,NO,,,,
Shipping,Non-living Resources,Saltmarshes,NO,,,,
Shipping,Non-living Resources,Shallow rock & reef,NO,,,,
Shipping,Non-living Resources,Shallow sediment,NO,,,,
Shipping,Non-living Resources,Shelf rock & reef,NO,,,,
Shipping,Non-living Resources,Shelf sediment,NO,,,,
Shipping,Non-living Resources,Slope rock & reef,NO,,,,
Shipping,Non-living Resources,Slope sediment,NO,,,,
Shipping,Non-living Resources,Deep Sea rock & reef,NO,,,,
Shipping,Non-living Resources,Deep Sea Sediment,NO,,,,
Shipping,Non-living Resources,Coastal Pelagic,NO,,,,
Shipping,Non-living Resources,Shelf Pelagic,NO,,,,
Shipping,Non-living Resources,Oceanic Pelagic,NO,,,,
Shipping,Non-living Resources,Marine Mammals,NO,,,,
Shipping,Non-living Resources,Pelagic Fish,NO,,,,
Shipping,Non-living Resources,Demersal Fish,NO,,,,
Shipping,Non-living Resources,Deep-sea Fish,NO,,,,
Shipping,Non-living Resources,Deep-sea Elasmobranchs,NO,,,,
Shipping,Non-living Resources,Pelagic Elasmobranchs,NO,,,,
Shipping,Non-living Resources,Demersal Elasmobranchs,NO,,,,
Shipping,Non-living Resources,Reptiles,NO,,,,
Shipping,Non-living Resources,Marine birds,NO,,,,
Shipping,Non-living Resources,Cephalopods,NO,,,,
Shipping,Noise,Littoral rock & reef,NO,,,,
Shipping,Noise,Littoral sediment,NO,,,,
Shipping,Noise,Mangroves,NO,,,,
Shipping,Noise,Saltmarshes,NO,,,,
Shipping,Noise,Shallow rock & reef,NO,,,,
Shipping,Noise,Shallow sediment,NO,,,,
Shipping,Noise,Shelf rock & reef,NO,,,,
Shipping,Noise,Shelf sediment,NO,,,,
Shipping,Noise,Slope rock & reef,NO,,,,
Shipping,Noise,Slope sediment,NO,,,,
Shipping,Noise,Deep Sea rock & reef,NO,,,,
Shipping,Noise,Deep Sea Sediment,NO,,,,
Shipping,Noise, Coastal Pelagic,NO,,,,
Shipping,Noise,Shelf Pelagic,NO,,,,
Shipping,Noise, Oceanic Pelagic,NO,,,,
Shipping,Noise,Marine Mammals,S,O,L,,
Shipping,Noise,Pelagic Fish,S,O,L,,
Shipping,Noise,Demersal Fish,S,O,L,,
Shipping,Noise,Deep-sea Fish,NO,,,,
Shipping,Noise,Deep-sea Elasmobranchs,NO,,,,
