Sector,Pressure,Ecological Characteristic,Overlap,Frequency,DoI,Reilience,Persistence
Shipping,Organic Matter/NP,Slope Sediment,NO,,,,
Shipping,Organic Matter/NP,Slope Rock & Reef,NO,,,,
Shipping,Organic Matter/NP,Shelf Sediment,S,C,L,,
Shipping,Organic Matter/NP,Shelf Rock & Reef,S,C,L,,
Shipping,Organic Matter/NP,Shallow Sediment,NO,,,,
Shipping,Organic Matter/NP,Shallow Rock & Reef,S,C,L,,
Shipping,Organic Matter/NP,Littoral Sediment,NO,,,,
Shipping,Organic Matter/NP,Littoral Rock & Reef,S,C,L,,
Shipping,Organic Matter/NP,Saltmarsh,NO,,,,
Shipping,Organic Matter/NP,Mangrove,NO,,,,
Shipping,pH Changes,Demersal Elasmo,NO,,,,
Shipping,pH Changes,Pelagic Elasmo,NO,,,,
Shipping,pH Changes,Deep Sea Elasmo,NO,,,,
Shipping,pH Changes, Reptiles,NO,,,,
Shipping,pH Changes,Cephalopods,NO,,,,
Shipping,pH Changes,Deep Sea Fish,NO,,,,
Shipping,pH Changes,Demersal Fish,NO,,,,
Shipping,pH Changes,Pelagic Fish,NO,,,,
Shipping,pH Changes,Seabirds,NO,,,,
Shipping,pH Changes,Marine Mammals,NO,,,,
Shipping,pH Changes,Oceanic Pelagic,NO,,,,
Shipping,pH Changes,Shelf Pelagic,NO,,,,
Shipping,pH Changes,Coastal Pelagic,NO,,,,
Shipping,pH Changes,Deep Sea Sediment,NO,,,,
Shipping,pH Changes,Deep Sea Rock & Reef,NO,,,,
Shipping,pH Changes,Slope Sediment,NO,,,,
Shipping,pH Changes,Slope Rock & Reef,NO,,,,
Shipping,pH Changes,Shelf Sediment,NO,,,,
Shipping,pH Changes,Shelf Rock & Reef,NO,,,,
Shipping,pH Changes,Shallow Sediment,NO,,,,
Shipping,pH Changes,Shallow Rock & Reef,NO,,,,
Shipping,pH Changes,Littoral Sediment,NO,,,,
Shipping,pH Changes,Littoral Rock & Reef,NO,,,,
Shipping,pH Changes,Saltmarsh,NO,,,,
Shipping,pH Changes,Mangrove,NO,,,,
Shipping,Salinity Regime,Demersal Elasmo,NO,,,,
Shipping,Salinity Regime,Pelagic Elasmo,NO,,,,
Shipping,Salinity Regime,Deep Sea Elasmo,NO,,,,
Shipping,Salinity Regime, Reptiles,NO,,,,
Shipping,Salinity Regime,Cephalopods,NO,,,,
Shipping,Salinity Regime,Deep Sea Fish,NO,,,,
Shipping,Salinity Regime,Demersal Fish,NO,,,,
Shipping,Salinity Regime,Pelagic Fish,NO,,,,
Shipping,Salinity Regime,Seabirds,NO,,,,
Shipping,Salinity Regime,Marine Mammals,NO,,,,
Shipping,Salinity Regime,Oceanic Pelagic,NO,,,,
Shipping,Salinity Regime,Shelf Pelagic,NO,,,,
Shipping,Salinity Regime,Coastal Pelagic,NO,,,,
Shipping,Salinity Regime,Deep Sea Sediment,NO,,,,
Shipping,Salinity Regime,Deep Sea Rock & Reef,NO,,,,
Shipping,Salinity Regime,Slope Sediment,NO,,,,
Shipping,Salinity Regime,Slope Rock & Reef,NO,,,,
Shipping,Salinity Regime,Shelf Sediment,NO,,,,
Shipping,Salinity Regime,Shelf Rock & Reef,NO,,,,
Shipping,Salinity Regime,Shallow Sediment,NO,,,,
Shipping,Salinity Regime,Shallow Rock & Reef,NO,,,,
Shipping,Salinity Regime,Littoral Sediment,NO,,,,
Shipping,Salinity Regime,Littoral Rock & Reef,NO,,,,
Shipping,Salinity Regime,Saltmarsh,NO,,,,
Shipping,Salinity Regime,Mangrove,NO,,,,
Shipping,Sealing,Demersal Elasmo,NO,,,,
Shipping,Sealing,Pelagic Elasmo,NO,,,,
Shipping,Sealing,Deep Sea Elasmo,NO,,,,
Shipping,Sealing, Reptiles,NO,,,,
Shipping,Sealing,Cephalopods,NO,,,,
Shipping,Sealing,Deep Sea Fish,NO,,,,
Shipping,Sealing,Demersal Fish,NO,,,,
Shipping,Sealing,Pelagic Fish,NO,,,,
Shipping,Sealing,Seabirds,NO,,,,
Shipping,Sealing,Marine Mammals,NO,,,,
Shipping,Sealing,Oceanic Pelagic,NO,,,,
Shipping,Sealing,Shelf Pelagic,NO,,,,
Shipping,Sealing,Coastal Pelagic,NO,,,,
Shipping,Sealing,Deep Sea Sediment,NO,,,,
Shipping,Sealing,Deep Sea Rock & Reef,NO,,,,
Shipping,Sealing,Slope Sediment,NO,,,,
Shipping,Sealing,Slope Rock & Reef,NO,,,,
Shipping,Sealing,Shelf Sediment,NO,,,,
Shipping,Sealing,Shelf Rock & Reef,NO,,,,
Shipping,Sealing,Shallow Sediment,NO,,,,
Shipping,Sealing,Shallow Rock & Reef,NO,,,,
Shipping,Sealing,Littoral Sediment,NO,,,,
Shipping,Sealing,Littoral Rock & Reef,NO,,,,
Shipping,Sealing,Saltmarsh,NO,,,,
Shipping,Sealing,Mangrove,NO,,,,
Shipping,Siltation/Smothering,Demersal Elasmo,NO,,,,
Shipping,Siltation/Smothering,Pelagic Elasmo,NO,,,,
Shipping,Siltation/Smothering,Deep Sea Elasmo,NO,,,,
Shipping,Siltation/Smothering, Reptiles,NO,,,,
Shipping,Siltation/Smothering,Cephalopods,NO,,,,
Shipping,Siltation/Smothering,Deep Sea Fish,NO,,,,
Shipping,Siltation/Smothering,Demersal Fish,NO,,,,
Shipping,Siltation/Smothering,Pelagic Fish,NO,,,,
Shipping,Siltation/Smothering,Seabirds,NO,,,,
Shipping,Siltation/Smothering,Marine Mammals,NO,,,,
Shipping,Siltation/Smothering,Oceanic Pelagic,NO,,,,
Shipping,Siltation/Smothering,Shelf Pelagic,NO,,,,
Shipping,Siltation/Smothering,Coastal Pelagic,NO,,,,
Shipping,Siltation/Smothering,Deep Sea Sediment,NO,,,,
Shipping,Siltation/Smothering,Deep Sea Rock & Reef,NO,,,,
Shipping,Siltation/Smothering,Slope Sediment,NO,,,,
Shipping,Siltation/Smothering,Slope Rock & Reef,NO,,,,
Shipping,Siltation/Smothering,Shelf Sediment,NO,,,,
Shipping,Siltation/Smothering,Shelf Rock & Reef,NO,,,,
Shipping,Siltation/Smothering,Shallow Sediment,NO,,,,
Shipping,Siltation/Smothering,Shallow Rock & Reef,NO,,,,
Shipping,Siltation/Smothering,Littoral Sediment,NO,,,,
Shipping,Siltation/Smothering,Littoral Rock & Reef,NO,,,,
Shipping,Siltation/Smothering,Saltmarsh,NO,,,,
Shipping,Siltation/Smothering,Mangrove,NO,,,,
Shipping,Species Extraction,Demersal Elasmo,NO,,,,
Shipping,Species Extraction,Pelagic Elasmo,NO,,,,
Shipping,Species Extraction,Deep Sea Elasmo,NO,,,,
Shipping,Species Extraction, Reptiles,NO,,,,
Shipping,Species Extraction,Cephalopods,NO,,,,
Shipping,Species Extraction,Deep Sea Fish,NO,,,,
Shipping,Species Extraction,Demersal Fish,NO,,,,
Shipping,Species Extraction,Pelagic Fish,NO,,,,
Shipping,Species Extraction,Seabirds,NO,,,,
Shipping,Species Extraction,Marine Mammals,NO,,,,
Shipping,Species Extraction,Oceanic Pelagic,NO,,,,
Shipping,Species Extraction,Shelf Pelagic,NO,,,,
Shipping,Species Extraction,Coastal Pelagic,NO,,,,
Shipping,Species Extraction,Deep Sea Sediment,NO,,,,
Shipping,Species Extraction,Deep Sea Rock & Reef,NO,,,,
Shipping,Species Extraction,Slope Sediment,NO,,,,
Shipping,Species Extraction,Slope Rock & Reef,NO,,,,
Shipping,Species Extraction,Shelf Sediment,NO,,,,
Shipping,Species Extraction,Shelf Rock & Reef,NO,,,,
Shipping,Species Extraction,Shallow Sediment,NO,,,,
Shipping,Species Extraction,Shallow Rock & Reef,NO,,,,
Shipping,Species Extraction,Littoral Sediment,NO,,,,
Shipping,Species Extraction,Littoral Rock & Reef,NO,,,,
Shipping,Species Extraction,Saltmarsh,NO,,,,
Shipping,Species Extraction,Mangrove,NO,,,,
Shipping,Thermal Regime,Demersal Elasmo,NO,,,,
Shipping,Thermal Regime,Pelagic Elasmo,NO,,,,
Shipping,Thermal Regime,Deep Sea Elasmo,NO,,,,
Shipping,Thermal Regime, Reptiles,NO,,,,
Shipping,Thermal Regime,Cephalopods,NO,,,,
Shipping,Thermal Regime,Deep Sea Fish,NO,,,,
Shipping,Thermal Regime,Demersal Fish,NO,,,,
Shipping,Thermal Regime,Pelagic Fish,NO,,,,
Shipping,Thermal Regime,Seabirds,NO,,,,
Shipping,Thermal Regime,Marine Mammals,NO,,,,
Shipping,Thermal Regime,Oceanic Pelagic,NO,,,,
Shipping,Thermal Regime,Shelf Pelagic,NO,,,,
Shipping,Thermal Regime,Coastal Pelagic,NO,,,,
Shipping,Thermal Regime,Deep Sea Sediment,NO,,,,
Shipping,Thermal Regime,Deep Sea Rock & Reef,NO,,,,
Shipping,Thermal Regime,Slope Sediment,NO,,,,
Shipping,Thermal Regime,Slope Rock & Reef,NO,,,,
Shipping,Thermal Regime,Shelf Sediment,NO,,,,
Shipping,Thermal Regime,Shelf Rock & Reef,NO,,,,
Shipping,Thermal Regime,Shallow Sediment,NO,,,,
Shipping,Thermal Regime,Shallow Rock & Reef,NO,,,,
Shipping,Thermal Regime,Littoral Sediment,NO,,,,
Shipping,Thermal Regime,Littoral Rock & Reef,NO,,,,
Shipping,Thermal Regime,Saltmarsh,NO,,,,
Shipping,Thermal Regime,Mangrove,NO,,,,
Shipping,Wave Exposure,Demersal Elasmo,NO,,,,
Shipping,Wave Exposure,Pelagic Elasmo,NO,,,,
Shipping,Wave Exposure,Deep Sea Elasmo,NO,,,,
Shipping,Wave Exposure, Reptiles,NO,,,,
Shipping,Wave Exposure,Cephalopods,NO,,,,
Shipping,Wave Exposure,Deep Sea Fish,NO,,,,
Shipping,Wave Exposure,Demersal Fish,NO,,,,
Shipping,Wave Exposure,Pelagic Fish,NO,,,,
Shipping,Wave Exposure,Seabirds,NO,,,,
Shipping,Wave Exposure,Marine Mammals,NO,,,,
Shipping,Wave Exposure,Oceanic Pelagic,NO,,,,
Shipping,Wave Exposure,Shelf Pelagic,NO,,,,
Shipping,Wave Exposure,Coastal Pelagic,NO,,,,
Shipping,Wave Exposure,Deep Sea Sediment,NO,,,,
Shipping,Wave Exposure,Deep Sea Rock & Reef,NO,,,,
Shipping,Wave Exposure,Slope Sediment,NO,,,,
Shipping,Wave Exposure,Slope Rock & Reef,NO,,,,
Shipping,Wave Exposure,Shelf Sediment,NO,,,,
Shipping,Wave Exposure,Shelf Rock & Reef,NO,,,,
Shipping,Wave Exposure,Shallow Sediment,NO,,,,
Shipping,Wave Exposure,Shallow Rock & Reef,NO,,,,
Shipping,Wave Exposure,Littoral Sediment,NO,,,,
Shipping,Wave Exposure,Littoral Rock & Reef,NO,,,,
Shipping,Wave Exposure,Saltmarsh,NO,,,,
Shipping,Wave Exposure,Mangrove,NO,,,,
Telecommunications,Abrasion,Demersal Elasmo,NO,,,,
Telecommunications,Abrasion,Pelagic Elasmo,NO,,,,
Telecommunications,Abrasion,Deep Sea Elasmo,NO,,,,
Telecommunications,Abrasion, Reptiles,NO,,,,
Telecommunications,Abrasion,Cephalopods,NO,,,,
Telecommunications,Abrasion,Deep Sea Fish,NO,,,,
Telecommunications,Abrasion,Demersal Fish,NO,,,,
Telecommunications,Abrasion,Pelagic Fish,NO,,,,
Telecommunications,Abrasion,Seabirds,NO,,,,
Telecommunications,Abrasion,Marine Mammals,NO,,,,
Telecommunications,Abrasion,Oceanic Pelagic,NO,,,,
Telecommunications,Abrasion,Shelf Pelagic,NO,,,,
Telecommunications,Abrasion,Coastal Pelagic,NO,,,,
Telecommunications,Abrasion,Deep Sea Sediment,NO,,,,
Telecommunications,Abrasion,Deep Sea Rock & Reef,NO,,,,
Telecommunications,Abrasion,Slope Sediment,NO,,,,
Telecommunications,Abrasion,Slope Rock & Reef,NO,,,,
Telecommunications,Abrasion,Shelf Sediment,NO,,,,
Telecommunications,Abrasion,Shelf Rock & Reef,NO,,,,
Telecommunications,Abrasion,Shallow Sediment,NO,,,,
Telecommunications,Abrasion,Shallow Rock & Reef,NO,,,,
Telecommunications,Abrasion,Littoral Sediment,NO,,,,
Telecommunications,Abrasion,Littoral Rock & Reef,NO,,,,
Telecommunications,Abrasion,Saltmarsh,NO,,,,
Telecommunications,Abrasion,Mangrove,NO,,,,
Telecommunications,Barriers,Demersal Elasmo,NO,,,,
Telecommunications,Barriers,Pelagic Elasmo,NO,,,,
Telecommunications,Barriers,Deep Sea Elasmo,NO,,,,
Telecommunications,Barriers, Reptiles,NO,,,,
Telecommunications,Barriers,Cephalopods,NO,,,,
Telecommunications,Barriers,Deep Sea Fish,NO,,,,
Telecommunications,Barriers,Demersal Fish,NO,,,,
Telecommunications,Barriers,Pelagic Fish,NO,,,,
Telecommunications,Barriers,Seabirds,NO,,,,
Telecommunications,Barriers,Marine Mammals,NO,,,,
Telecommunications,Barriers,Oceanic Pelagic,NO,,,,
Telecommunications,Barriers,Shelf Pelagic,NO,,,,
Telecommunications,Barriers,Coastal Pelagic,NO,,,,
Telecommunications,Barriers,Deep Sea Sediment,NO,,,,
Telecommunications,Barriers,Deep Sea Rock & Reef,NO,,,,
Telecommunications,Barriers,Slope Sediment,NO,,,,
Telecommunications,Barriers,Slope Rock & Reef,NO,,,,
Telecommunications,Barriers,Shelf Sediment,NO,,,,
Telecommunications,Barriers,Shelf Rock & Reef,NO,,,,
Telecommunications,Barriers,Shallow Sediment,NO,,,,
Telecommunications,Barriers,Shallow Rock & Reef,NO,,,,
Telecommunications,Barriers,Littoral Sediment,NO,,,,
Telecommunications,Barriers,Littoral Rock & Reef,NO,,,,
Telecommunications,Barriers,Saltmarsh,NO,,,,
Telecommunications,Barriers,Mangrove,NO,,,,
Telecommunications,Bycatch,Demersal Elasmo,NO,,,,
Telecommunications,Bycatch,Pelagic Elasmo,NO,,,,
Telecommunications,Bycatch,Deep Sea Elasmo,NO,,,,
Telecommunications,Bycatch, Reptiles,NO,,,,
Telecommunications,Bycatch,Cephalopods,NO,,,,
Telecommunications,Bycatch,Deep Sea Fish,NO,,,,
Telecommunications,Bycatch,Demersal Fish,NO,,,,
Telecommunications,Bycatch,Pelagic Fish,NO,,,,
Telecommunications,Bycatch,Seabirds,NO,,,,
Telecommunications,Bycatch,Marine Mammals,NO,,,,
Telecommunications,Bycatch,Oceanic Pelagic,NO,,,,
Telecommunications,Bycatch,Shelf Pelagic,NO,,,,
Telecommunications,Bycatch,Coastal Pelagic,NO,,,,
Telecommunications,Bycatch,Deep Sea Sediment,NO,,,,
Telecommunications,Bycatch,Deep Sea Rock & Reef,NO,,,,
Telecommunications,Bycatch,Slope Sediment,NO,,,,
Telecommunications,Bycatch,Slope Rock & Reef,NO,,,,
Telecommunications,Bycatch,Shelf Sediment,NO,,,,
Telecommunications,Bycatch,Shelf Rock & Reef,NO,,,,
Telecommunications,Bycatch,Shallow Sediment,NO,,,,
Telecommunications,Bycatch,Shallow Rock & Reef,NO,,,,
Telecommunications,Bycatch,Littoral Sediment,NO,,,,
Telecommunications,Bycatch,Littoral Rock & Reef,NO,,,,
Telecommunications,Bycatch,Saltmarsh,NO,,,,
Telecommunications,Bycatch,Mangrove,NO,,,,
Telecommunications,Contaminants,Demersal Elasmo,NO,,,,
Telecommunications,Contaminants,Pelagic Elasmo,NO,,,,
Telecommunications,Contaminants,Deep Sea Elasmo,NO,,,,
Telecommunications,Contaminants, Reptiles,NO,,,,
Telecommunications,Contaminants,Cephalopods,NO,,,,
Telecommunications,Contaminants,Deep Sea Fish,NO,,,,
Telecommunications,Contaminants,Demersal Fish,NO,,,,
Telecommunications,Contaminants,Pelagic Fish,NO,,,,
Telecommunications,Contaminants,Seabirds,NO,,,,
Telecommunications,Contaminants,Marine Mammals,NO,,,,
Telecommunications,Contaminants,Oceanic Pelagic,NO,,,,
Telecommunications,Contaminants,Shelf Pelagic,NO,,,,
Telecommunications,Contaminants,Coastal Pelagic,NO,,,,
Telecommunications,Contaminants,Deep Sea Sediment,NO,,,,
Telecommunications,Contaminants,Deep Sea Rock & Reef,NO,,,,
Telecommunications,Contaminants,Slope Sediment,NO,,,,
Telecommunications,Contaminants,Slope Rock & Reef,NO,,,,
Telecommunications,Contaminants,Shelf Sediment,NO,,,,
Telecommunications,Contaminants,Shelf Rock & Reef,NO,,,,
Telecommunications,Contaminants,Shallow Sediment,NO,,,,
Telecommunications,Contaminants,Shallow Rock & Reef,NO,,,,
Telecommunications,Contaminants,Littoral Sediment,NO,,,,
Telecommunications,Contaminants,Littoral Rock & Reef,NO,,,,
Telecommunications,Contaminants,Saltmarsh,NO,,,,
Telecommunications,Contaminants,Mangrove,NO,,,,
Telecommunications,Current Changes,Demersal Elasmo,NO,,,,
Telecommunications,Current Changes,Pelagic Elasmo,NO,,,,
Telecommunications,Current Changes,Deep Sea Elasmo,NO,,,,
Telecommunications,Current Changes, Reptiles,NO,,,,
Telecommunications,Current Changes,Cephalopods,NO,,,,
Telecommunications,Current Changes,Deep Sea Fish,NO,,,,
Telecommunications,Current Changes,Demersal Fish,NO,,,,
Telecommunications,Current Changes,Pelagic Fish,NO,,,,
Telecommunications,Current Changes,Seabirds,NO,,,,
Telecommunications,Current Changes,Marine Mammals,NO,,,,
Telecommunications,Current Changes,Oceanic Pelagic,NO,,,,
Telecommunications,Current Changes,Shelf Pelagic,NO,,,,
Telecommunications,Current Changes,Coastal Pelagic,NO,,,,
Telecommunications,Current Changes,Deep Sea Sediment,NO,,,,
Telecommunications,Current Changes,Deep Sea Rock & Reef,NO,,,,
Telecommunications,Current Changes,Slope Sediment,NO,,,,
Telecommunications,Current Changes,Slope Rock & Reef,NO,,,,
Telecommunications,Current Changes,Shelf Sediment,NO,,,,
Telecommunications,Current Changes,Shelf Rock & Reef,NO,,,,
Telecommunications,Current Changes,Shallow Sediment,NO,,,,
Telecommunications,Current Changes,Shallow Rock & Reef,NO,,,,
Telecommunications,Current Changes,Littoral Sediment,NO,,,,
Telecommunications,Current Changes,Littoral Rock & Reef,NO,,,,
Telecommunications,Current Changes,Saltmarsh,NO,,,,
Telecommunications,Current Changes,Mangrove,NO,,,,
Telecommunications,EMF,Demersal Elasmo,NO,,,,
Telecommunications,EMF,Pelagic Elasmo,NO,,,,
Telecommunications,EMF,Deep Sea Elasmo,NO,,,,
Telecommunications,EMF, Reptiles,NO,,,,
Telecommunications,EMF,Cephalopods,NO,,,,
Telecommunications,EMF,Deep Sea Fish,NO,,,,
Telecommunications,EMF,Demersal Fish,NO,,,,
Telecommunications,EMF,Pelagic Fish,NO,,,,
Telecommunications,EMF,Seabirds,NO,,,,
Telecommunications,EMF,Marine Mammals,NO,,,,
Telecommunications,EMF,Oceanic Pelagic,NO,,,,
Telecommunications,EMF,Shelf Pelagic,NO,,,,
Telecommunications,EMF,Coastal Pelagic,NO,,,,
Telecommunications,EMF,Deep Sea Sediment,NO,,,,
Telecommunications,EMF,Deep Sea Rock & Reef,NO,,,,
Telecommunications,EMF,Slope Sediment,NO,,,,
Telecommunications,EMF,Slope Rock & Reef,NO,,,,
Telecommunications,EMF,Shelf Sediment,NO,,,,
Telecommunications,EMF,Shelf Rock & Reef,NO,,,,
Telecommunications,EMF,Shallow Sediment,NO,,,,
Telecommunications,EMF,Shallow Rock & Reef,NO,,,,
Telecommunications,EMF,Littoral Sediment,NO,,,,
Telecommunications,EMF,Littoral Rock & Reef,NO,,,,
Telecommunications,EMF,Saltmarsh,NO,,,,
Telecommunications,EMF,Mangrove,NO,,,,
Telecommunications,Incidental Loss,Demersal Elasmo,NO,,,,
Telecommunications,Incidental Loss,Pelagic Elasmo,NO,,,,
Telecommunications,Incidental Loss,Deep Sea Elasmo,NO,,,,
Telecommunications,Incidental Loss, Reptiles,NO,,,,
Telecommunications,Incidental Loss,Cephalopods,NO,,,,
Telecommunications,Incidental Loss,Deep Sea Fish,NO,,,,
Telecommunications,Incidental Loss,Demersal Fish,NO,,,,
Telecommunications,Incidental Loss,Pelagic Fish,NO,,,,
Telecommunications,Incidental Loss,Seabirds,NO,,,,
Telecommunications,Incidental Loss,Marine Mammals,NO,,,,
Telecommunications,Incidental Loss,Oceanic Pelagic,NO,,,,
Telecommunications,Incidental Loss,Shelf Pelagic,NO,,,,
Telecommunications,Incidental Loss,Coastal Pelagic,NO,,,,
Telecommunications,Incidental Loss,Deep Sea Sediment,NO,,,,
Telecommunications,Incidental Loss,Deep Sea Rock & Reef,NO,,,,
Telecommunications,Incidental Loss,Slope Sediment,NO,,,,
Telecommunications,Incidental Loss,Slope Rock & Reef,NO,,,,
Telecommunications,Incidental Loss,Shelf Sediment,NO,,,,
Telecommunications,Incidental Loss,Shelf Rock & Reef,NO,,,,
Telecommunications,Incidental Loss,Shallow Sediment,NO,,,,
Telecommunications,Incidental Loss,Shallow Rock & Reef,NO,,,,
Telecommunications,Incidental Loss,Littoral Sediment,NO,,,,
Telecommunications,Incidental Loss,Littoral Rock & Reef,NO,,,,
Telecommunications,Incidental Loss,Saltmarsh,NO,,,,
Telecommunications,Incidental Loss,Mangrove,NO,,,,
Telecommunications,Invasive Species,Demersal Elasmo,NO,,,,
Telecommunications,Invasive Species,Pelagic Elasmo,NO,,,,
Telecommunications,Invasive Species,Deep Sea Elasmo,NO,,,,
Telecommunications,Invasive Species, Reptiles,NO,,,,
Telecommunications,Invasive Species,Cephalopods,NO,,,,
Telecommunications,Invasive Species,Deep Sea Fish,NO,,,,
Telecommunications,Invasive Species,Demersal Fish,NO,,,,
Telecommunications,Invasive Species,Pelagic Fish,NO,,,,
Telecommunications,Invasive Species,Seabirds,NO,,,,
Telecommunications,Invasive Species,Marine Mammals,NO,,,,
Telecommunications,Invasive Species,Oceanic Pelagic,NO,,,,
Telecommunications,Invasive Species,Shelf Pelagic,NO,,,,
Telecommunications,Invasive Species,Coastal Pelagic,NO,,,,
Telecommunications,Invasive Species,Deep Sea Sediment,NO,,,,
Telecommunications,Invasive Species,Deep Sea Rock & Reef,NO,,,,
Telecommunications,Invasive Species,Slope Sediment,NO,,,,
Telecommunications,Invasive Species,Slope Rock & Reef,NO,,,,
Telecommunications,Invasive Species,Shelf Sediment,NO,,,,
Telecommunications,Invasive Species,Shelf Rock & Reef,NO,,,,
Telecommunications,Invasive Species,Shallow Sediment,NO,,,,
Telecommunications,Invasive Species,Shallow Rock & Reef,NO,,,,
Telecommunications,Invasive Species,Littoral Sediment,NO,,,,
Telecommunications,Invasive Species,Littoral Rock & Reef,NO,,,,
Telecommunications,Invasive Species,Saltmarsh,NO,,,,
Telecommunications,Invasive Species,Mangrove,NO,,,,
Telecommunications,Litter,Demersal Elasmo,NO,,,,
Telecommunications,Litter,Pelagic Elasmo,NO,,,,
Telecommunications,Litter,Deep Sea Elasmo,NO,,,,
Telecommunications,Litter,Reptiles,NO,,,,
Telecommunications,Litter,Cephalopods,NO,,,,
Telecommunications,Litter,Deep Sea Fish,NO,,,,
Telecommunications,Litter,Demersal Fish,NO,,,,
Telecommunications,Litter,Pelagic Fish,NO,,,,
Telecommunications,Litter,Seabirds,NO,,,,
Telecommunications,Litter,Marine Mammals,NO,,,,
Telecommunications,Litter,Oceanic Pelagic,NO,,,,
Telecommunications,Litter,Shelf Pelagic,NO,,,,
Telecommunications,Litter,Coastal Pelagic,NO,,,,
Telecommunications,Litter,Deep Sea Sediment,NO,,,,
Telecommunications,Litter,Deep Sea Rock & Reef,NO,,,,
Telecommunications,Litter,Slope Sediment,NO,,,,
Telecommunications,Litter,Slope Rock & Reef,NO,,,,
Telecommunications,Litter,Shelf Sediment,NO,,,,
Telecommunications,Litter,Shelf Rock & Reef,NO,,,,
Telecommunications,Litter,Shallow Sediment,NO,,,,
Telecommunications,Litter,Shallow Rock & Reef,NO,,,,
Telecommunications,Litter,Littoral Sediment,NO,,,,
Telecommunications,Litter,Littoral Rock & Reef,NO,,,,
Telecommunications,Litter,Saltmarsh,NO,,,,
Telecommunications,Litter,Mangrove,NO,,,,
Telecommunications,Noise,Seabirds,NO,,,,
Telecommunications,Noise,Marine Mammals,NO,,,,
Telecommunications,Noise,Demersal Elasmo,NO,,,,
Telecommunications,Noise,Pelagic Elasmo,NO,,,,
Telecommunications,Noise,Deep Sea Elasmo,NO,,,,
Telecommunications,Noise,Reptiles,NO,,,,
Telecommunications,Noise,Cephalopods,NO,,,,
Telecommunications,Noise,Deep Sea Fish,NO,,,,
Telecommunications,Noise,Demersal Fish,NO,,,,
Telecommunications,Noise,Pelagic Fish,NO,,,,
Telecommunications,Noise,Oceanic Pelagic,NO,,,,
Telecommunications,Noise,Shelf Pelagic,NO,,,,
Telecommunications,Noise,Coastal Pelagic,NO,,,,
Telecommunications,Noise,Deep Sea Sediment,NO,,,,
Telecommunications,Noise,Deep Sea Rock & Reef,NO,,,,
Telecommunications,Noise,Slope Sediment,NO,,,,
Telecommunications,Noise,Slope Rock & Reef,NO,,,,
Telecommunications,Noise,Shelf Sediment,NO,,,,
Telecommunications,Noise,Shelf Rock & Reef,NO,,,,
Telecommunications,Noise,Shallow Sediment,NO,,,,
Telecommunications,Noise,Shallow Rock & Reef,NO,,,,
Telecommunications,Noise,Littoral Sediment,NO,,,,
Telecommunications,Noise,Littoral Rock & Reef,NO,,,,
Telecommunications,Noise,Saltmarsh,NO,,,,
Telecommunications,Noise,Mangrove,NO,,,,
Telecommunications,Non-living Resources,Demersal Elasmo,NO,,,,
Telecommunications,Non-living Resources,Pelagic Elasmo,NO,,,,
Telecommunications,Non-living Resources,Deep Sea Elasmo,NO,,,,
Telecommunications,Non-living Resources, Reptiles,NO,,,,
Telecommunications,Non-living Resources,Cephalopods,NO,,,,
Telecommunications,Non-living Resources,Deep Sea Fish,NO,,,,
Telecommunications,Non-living Resources,Demersal Fish,NO,,,,
Telecommunications,Non-living Resources,Pelagic Fish,NO,,,,
Telecommunications,Non-living Resources,Seabirds,NO,,,,
Telecommunications,Non-living Resources,Marine Mammals,NO,,,,
Telecommunications,Non-living Resources,Oceanic Pelagic,NO,,,,
Telecommunications,Non-living Resources,Shelf Pelagic,NO,,,,
Telecommunications,Non-living Resources,Coastal Pelagic,NO,,,,
Telecommunications,Non-living Resources,Deep Sea Sediment,NO,,,,
Telecommunications,Non-living Resources,Deep Sea Rock & Reef,NO,,,,
Telecommunications,Non-living Resources,Slope Sediment,NO,,,,
Telecommunications,Non-living Resources,Slope Rock & Reef,NO,,,,
Telecommunications,Non-living Resources,Shelf Sediment,NO,,,,
Telecommunications,Non-living Resources,Shelf Rock & Reef,NO,,,,
Telecommunications,Non-living Resources,Shallow Sediment,NO,,,,
Telecommunications,Non-living Resources,Shallow Rock & Reef,NO,,,,
Telecommunications,Non-living Resources,Littoral Sediment,NO,,,,
Telecommunications,Non-living Resources,Littoral Rock & Reef,NO,,,,
Telecommunications,Non-living Resources,Saltmarsh,NO,,,,
Telecommunications,Non-living Resources,Mangrove,NO,,,,
Telecommunications,Organic Matter/NP,Demersal Elasmo,NO,,,,
Telecommunications,Organic Matter/NP,Pelagic Elasmo,NO,,,,
Telecommunications,Organic Matter/NP,Deep Sea Elasmo,NO,,,,
Telecommunications,Organic Matter/NP, Reptiles,NO,,,,
Telecommunications,Organic Matter/NP,Cephalopods,NO,,,,
Telecommunications,Organic Matter/NP,Deep Sea Fish,NO,,,,
Telecommunications,Organic Matter/NP,Demersal Fish,NO,,,,
Telecommunications,Organic Matter/NP,Pelagic Fish,NO,,,,
Telecommunications,Organic Matter/NP,Seabirds,NO,,,,
Telecommunications,Organic Matter/NP,Marine Mammals,NO,,,,
Telecommunications,Organic Matter/NP,Oceanic Pelagic,NO,,,,
Telecommunications,Organic Matter/NP,Shelf Pelagic,NO,,,,
Telecommunications,Organic Matter/NP,Coastal Pelagic,NO,,,,
Telecommunications,Organic Matter/NP,Deep Sea Sediment,NO,,,,
